date,field,active_wells,investment_k,reservoir_pressure_psi,temperature_c,production_barrels,cluster
-1.730469747624978,1.3765333988222093,0.4799612299000518,-0.3577925494604136,1.641404169213165,0.7226322321180043,0.7865139701261081,2.0
-1.7273061831869068,0.4825214938931942,-1.355246266356802,-0.7680824745034978,0.3837177357689543,-0.4279594450909364,-0.5941587933789076,0.0
-1.7241426187488351,-1.3055023159648356,-0.4376425182283752,-0.0611035754677923,0.1668303290693575,-0.4457827240838459,-0.3376391824514994,0.0
-1.720979054310764,1.3765333988222093,-0.4376425182283752,-1.5613610776977018,0.4077698141180949,-1.5686493006371498,-1.440845381875487,0.0
-1.717815489872693,1.3765333988222093,-1.1258453293246955,1.242183913874892,0.0743205460959236,-0.5131151113903932,-0.1386968376284006,1.0
-1.7146519254346215,0.4825214938931942,0.7093621669321586,-1.592441310741379,0.4316590640838269,1.4949743218107534,-0.4826565504380995,0.0
-1.7114883609965503,-1.3055023159648356,-1.355246266356802,-0.5734261266071173,-0.2146998344534645,-0.412116530430572,-1.1224516939404627,0.0
-1.7083247965584791,-1.3055023159648356,0.9387631039642652,1.5177414142844674,-1.0220960041813738,1.1553418387791985,1.1057670202417935,2.0
-1.705161232120408,1.3765333988222093,-1.584647203388909,0.8362128301480508,-1.3647101840696585,1.1929687610975628,-0.6271368170617863,1.0
-1.7019976676823367,-0.4114904110358207,-0.4376425182283752,-0.7387760512861348,-1.5458218688147312,-0.4329103559222999,-0.1274177090072205,0.0
-1.698834103244265,1.3765333988222093,0.9387631039642652,-0.8385721345578925,-0.8655248829356652,0.4641946867208154,0.2454380571272157,2.0
-1.695670538806194,1.3765333988222093,-0.6670434552604819,-1.697713067824802,-1.62332817931699,-1.3953674215394178,-0.677839185720805,0.0
-1.692506974368123,1.3765333988222093,1.397564978028479,0.6990896183573356,0.1946972438297735,-1.366652138717508,1.510096926242951,2.0
-1.6893434099300515,1.3765333988222093,1.397564978028479,-1.5460908887581284,-0.7939501778289878,-1.5577572968081497,-0.4377548764985448,0.0
-1.6861798454919803,0.4825214938931942,0.7093621669321586,0.1330129172640579,1.0926725171278484,0.2879422611242656,0.566409831604224,2.0
-1.683016281053909,-1.3055023159648356,0.250560292867945,1.623630148698782,-1.5252357089124209,-0.2497266551618408,0.5101216087709066,2.0
