id,petal_length_cm,petal_width_cm,freshness_days,species_Orchid,species_Rose,species_Sunflower,species_Tulip,color_Pink,color_Purple,color_Red,color_White,color_Yellow,is_fragrant_Yes,cluster
0.0,0.5987654320987654,0.760942760942761,0.5454545454545455,False,False,True,False,False,False,True,False,False,True,2.0
0.001001001001001,0.3179012345679013,0.1885521885521885,0.8181818181818181,False,True,False,False,True,False,False,False,False,True,0.0
0.002002002002002,0.4907407407407408,0.6734006734006734,1.0,False,False,True,False,True,False,False,False,False,True,2.0
0.003003003003003,0.433641975308642,0.7272727272727273,0.4545454545454546,False,False,False,False,False,False,False,False,True,False,2.0
0.004004004004004,0.7283950617283951,0.7272727272727273,0.6363636363636365,False,False,True,False,False,False,False,False,True,False,2.0
0.005005005005005,0.3070987654320988,0.4713804713804714,0.5454545454545455,False,True,False,False,False,False,False,False,False,True,0.0
0.006006006006006,0.2222222222222223,0.5858585858585859,0.0,False,True,False,False,True,False,False,False,False,False,0.0
0.007007007007007,0.7191358024691358,0.8922558922558925,0.6363636363636365,False,False,True,False,True,False,False,False,False,True,2.0
0.008008008008008,0.3348765432098765,0.4511784511784513,0.6363636363636365,True,False,False,False,False,False,False,False,False,False,0.0
0.009009009009009,0.3873456790123456,0.5791245791245792,0.3636363636363636,False,True,False,False,True,False,False,False,False,False,0.0
0.01001001001001,0.4537037037037037,0.4781144781144781,0.1818181818181818,True,False,False,False,False,False,False,True,False,False,0.0
0.011011011011011,0.6990740740740741,0.5218855218855218,0.0,False,False,True,False,False,True,False,False,False,False,2.0
0.012012012012012,0.3256172839506173,0.2693602693602694,0.7272727272727273,False,False,False,True,False,False,False,False,False,True,0.0
0.013013013013013,0.3302469135802469,0.3737373737373737,0.3636363636363636,True,False,False,False,False,False,True,False,False,True,0.0
0.014014014014014,0.3240740740740742,0.4242424242424242,0.7272727272727273,False,False,True,False,True,False,False,False,False,True,0.0
0.015015015015015,0.3858024691358024,0.265993265993266,0.7272727272727273,False,True,False,False,False,False,False,False,True,True,0.0
0.016016016016016,0.7021604938271605,0.734006734006734,0.1818181818181818,False,False,True,False,False,False,False,False,False,True,2.0
0.017017017017017,0.449074074074074,0.4175084175084175,1.0,False,False,True,False,False,False,False,False,True,True,0.0
0.018018018018018,0.5308641975308642,0.6228956228956228,0.4545454545454546,False,True,False,False,False,False,False,True,False,False,2.0
0.019019019019019,0.8518518518518517,0.7003367003367003,0.4545454545454546,False,False,False,False,False,True,False,False,False,False,2.0
0.02002002002002,0.4475308641975308,0.0033670033670033,0.8181818181818181,False,False,False,True,False,True,False,False,False,False,0.0
0.021021021021021,0.3009259259259259,0.5084175084175084,0.6363636363636365,False,True,False,False,False,False,True,False,False,True,0.0
0.022022022022022,0.4459876543209877,0.4848484848484848,0.0,True,False,False,False,False,False,False,True,False,False,0.0
0.023023023023023,0.2824074074074074,0.9393939393939394,0.3636363636363636,False,False,True,False,False,False,False,False,False,False,2.0
0.024024024024024,0.5570987654320988,0.7474747474747476,0.5454545454545455,False,False,False,False,False,False,False,False,True,False,2.0
0.025025025025025,0.2515432098765432,0.3164983164983165,0.3636363636363636,False,False,False,True,False,False,False,False,False,False,0.0
0.026026026026026,0.3317901234567901,0.6060606060606062,0.5454545454545455,False,True,False,False,False,False,False,False,True,False,0.0
0.027027027027027,0.3827160493827161,0.1111111111111111,0.5454545454545455,True,False,False,False,False,False,False,True,False,False,0.0
0.028028028028028,0.0154320987654321,0.1616161616161616,0.8181818181818181,True,False,False,False,True,False,False,False,False,True,0.0
0.029029029029029,0.5833333333333334,0.7037037037037037,0.8181818181818181,False,False,False,False,False,False,False,True,False,False,2.0
0.03003003003003,0.3333333333333333,0.595959595959596,0.0,False,True,False,False,False,True,False,False,False,False,0.0
0.031031031031031,0.992283950617284,0.7441077441077442,0.5454545454545455,False,False,False,False,False,False,True,False,False,False,2.0
0.032032032032032,0.1959876543209876,0.2592592592592593,0.1818181818181818,False,False,False,True,False,False,True,False,False,True,0.0
0.033033033033033,0.7746913580246914,0.6363636363636365,0.8181818181818181,False,False,False,False,False,False,False,False,True,False,2.0
0.034034034034034,0.4783950617283951,0.6127946127946129,1.0,False,False,False,False,False,True,False,False,False,True,0.0
0.035035035035035,0.0154320987654321,0.494949494949495,1.0,True,False,False,False,True,False,False,False,False,True,0.0
0.036036036036036,0.4583333333333333,0.3468013468013468,1.0,True,False,False,False,True,False,False,False,False,True,0.0
0.037037037037037,0.25,0.6195286195286196,1.0,False,True,False,False,False,False,False,True,False,False,0.0
0.038038038038038,0.5216049382716049,0.962962962962963,0.0909090909090909,False,False,True,False,False,False,False,False,True,True,2.0
0.039039039039039,0.1774691358024691,0.4107744107744108,0.0,False,False,False,True,False,False,False,True,False,False,0.0
0.04004004004004,0.1589506172839506,0.1616161616161616,0.0909090909090909,False,False,False,True,False,False,False,True,False,False,0.0
0.041041041041041,0.6759259259259259,0.7441077441077442,0.4545454545454546,False,False,False,False,False,False,False,False,True,False,2.0
0.042042042042042,0.4907407407407408,0.5353535353535355,0.0909090909090909,False,False,False,False,False,False,False,False,True,False,0.0
0.043043043043043,0.3024691358024691,0.2828282828282829,0.4545454545454546,False,True,False,False,False,False,False,False,False,True,0.0
0.044044044044044,0.1481481481481482,0.0774410774410774,0.0909090909090909,False,False,False,True,False,True,False,False,False,True,0.0
0.045045045045045,0.4459876543209877,0.2525252525252525,0.7272727272727273,True,False,False,False,False,True,False,False,False,False,0.0
0.046046046046046,0.9768518518518516,0.5925925925925926,0.0,False,False,False,False,False,False,True,False,False,False,2.0
0.047047047047047,0.992283950617284,0.8080808080808082,0.6363636363636365,False,False,False,False,False,False,False,False,False,True,2.0
0.048048048048048,0.3179012345679013,0.65993265993266,0.4545454545454546,False,True,False,False,False,True,False,False,False,False,0.0
0.049049049049049,0.8317901234567903,0.5858585858585859,0.3636363636363636,False,False,False,False,False,True,False,False,False,False,2.0
0.05005005005005,0.4320987654320987,0.723905723905724,0.9090909090909092,False,False,False,False,False,True,False,False,False,False,2.0
0.051051051051051,0.2376543209876542,0.468013468013468,0.6363636363636365,False,True,False,False,True,False,False,False,False,True,0.0
0.052052052052052,0.0447530864197531,0.3602693602693603,0.3636363636363636,True,False,False,False,False,False,False,True,False,False,0.0
0.053053053053053,0.3271604938271605,0.5521885521885521,1.0,False,True,False,False,False,False,False,False,True,True,0.0
0.054054054054054,0.6126543209876544,0.1952861952861953,0.0909090909090909,False,False,False,True,False,False,False,False,False,True,0.0
0.055055055055055,0.2391975308641974,0.1717171717171717,0.2727272727272727,False,True,False,False,False,False,False,False,False,False,0.0
0.056056056056056,0.4012345679012347,0.8922558922558925,0.5454545454545455,False,False,True,False,False,False,False,True,False,False,2.0
0.057057057057057,0.3796296296296296,0.303030303030303,0.0,False,True,False,False,True,False,False,False,False,True,0.0
0.058058058058058,0.5138888888888888,0.6161616161616161,0.0,False,True,False,False,True,False,False,False,False,True,2.0
0.059059059059059,0.927469135802469,0.7441077441077442,1.0,False,False,False,False,False,False,False,False,False,False,2.0
0.06006006006006,0.5185185185185185,0.97979797979798,0.2727272727272727,False,False,True,False,True,False,False,False,False,True,2.0
0.061061061061061,0.3132716049382716,0.3973063973063973,1.0,False,False,True,False,False,False,False,False,True,False,0.0
0.062062062062062,0.5138888888888888,0.5420875420875422,0.7272727272727273,False,False,True,False,False,False,False,False,False,False,0.0
