id,petal_length_cm,petal_width_cm,freshness_days,species_Orchid,species_Rose,species_Sunflower,species_Tulip,color_Pink,color_Purple,color_Red,color_White,color_Yellow,is_fragrant_Yes
0.0,0.5987654320987654,0.760942760942761,0.5454545454545455,False,False,True,False,False,False,True,False,False,True
0.001001001001001001,0.3179012345679013,0.18855218855218858,0.8181818181818181,False,True,False,False,True,False,False,False,False,True
0.002002002002002002,0.4907407407407408,0.6734006734006734,1.0,False,False,True,False,True,False,False,False,False,True
0.003003003003003003,0.433641975308642,0.7272727272727273,0.4545454545454546,False,False,False,False,False,False,False,False,True,False
0.004004004004004004,0.7283950617283951,0.7272727272727273,0.6363636363636365,False,False,True,False,False,False,False,False,True,False
0.005005005005005005,0.3070987654320988,0.4713804713804714,0.5454545454545455,False,True,False,False,False,False,False,False,False,True
0.006006006006006006,0.22222222222222232,0.5858585858585859,0.0,False,True,False,False,True,False,False,False,False,False
0.007007007007007007,0.7191358024691358,0.8922558922558925,0.6363636363636365,False,False,True,False,True,False,False,False,False,True
0.008008008008008008,0.3348765432098765,0.4511784511784513,0.6363636363636365,True,False,False,False,False,False,False,False,False,False
0.009009009009009009,0.3873456790123456,0.5791245791245792,0.36363636363636365,False,True,False,False,True,False,False,False,False,False
0.01001001001001001,0.4537037037037037,0.4781144781144781,0.18181818181818188,True,False,False,False,False,False,False,True,False,False
0.011011011011011011,0.6990740740740741,0.5218855218855218,0.0,False,False,True,False,False,True,False,False,False,False
0.012012012012012012,0.3256172839506173,0.2693602693602694,0.7272727272727273,False,False,False,True,False,False,False,False,False,True
0.013013013013013013,0.33024691358024694,0.37373737373737376,0.36363636363636365,True,False,False,False,False,False,True,False,False,True
0.014014014014014014,0.3240740740740742,0.42424242424242425,0.7272727272727273,False,False,True,False,True,False,False,False,False,True
0.015015015015015015,0.3858024691358024,0.265993265993266,0.7272727272727273,False,True,False,False,False,False,False,False,True,True
0.016016016016016016,0.7021604938271605,0.734006734006734,0.18181818181818188,False,False,True,False,False,False,False,False,False,True
0.017017017017017015,0.44907407407407407,0.41750841750841755,1.0,False,False,True,False,False,False,False,False,True,True
0.01801801801801802,0.5308641975308642,0.6228956228956228,0.4545454545454546,False,True,False,False,False,False,False,True,False,False
0.01901901901901902,0.8518518518518517,0.7003367003367003,0.4545454545454546,False,False,False,False,False,True,False,False,False,False
0.02002002002002002,0.44753086419753085,0.0033670033670033794,0.8181818181818181,False,False,False,True,False,True,False,False,False,False
0.02102102102102102,0.30092592592592593,0.5084175084175084,0.6363636363636365,False,True,False,False,False,False,True,False,False,True
0.022022022022022025,0.44598765432098775,0.4848484848484848,0.0,True,False,False,False,False,False,False,True,False,False
0.023023023023023025,0.28240740740740744,0.9393939393939394,0.36363636363636365,False,False,True,False,False,False,False,False,False,False
0.024024024024024024,0.5570987654320988,0.7474747474747476,0.5454545454545455,False,False,False,False,False,False,False,False,True,False
0.025025025025025023,0.2515432098765432,0.3164983164983165,0.36363636363636365,False,False,False,True,False,False,False,False,False,False
0.02602602602602603,0.33179012345679015,0.6060606060606062,0.5454545454545455,False,True,False,False,False,False,False,False,True,False
0.02702702702702703,0.3827160493827161,0.1111111111111111,0.5454545454545455,True,False,False,False,False,False,False,True,False,False
0.028028028028028028,0.015432098765432112,0.1616161616161616,0.8181818181818181,True,False,False,False,True,False,False,False,False,True
0.029029029029029027,0.5833333333333334,0.7037037037037037,0.8181818181818181,False,False,False,False,False,False,False,True,False,False
0.030030030030030033,0.33333333333333337,0.595959595959596,0.0,False,True,False,False,False,True,False,False,False,False
0.031031031031031032,0.9922839506172839,0.7441077441077442,0.5454545454545455,False,False,False,False,False,False,True,False,False,False
0.03203203203203203,0.19598765432098764,0.2592592592592593,0.18181818181818188,False,False,False,True,False,False,True,False,False,True
0.03303303303303303,0.7746913580246914,0.6363636363636365,0.8181818181818181,False,False,False,False,False,False,False,False,True,False
0.03403403403403404,0.4783950617283951,0.6127946127946129,1.0,False,False,False,False,False,True,False,False,False,True
0.035035035035035036,0.015432098765432112,0.494949494949495,1.0,True,False,False,False,True,False,False,False,False,True
0.036036036036036036,0.45833333333333337,0.34680134680134683,1.0,True,False,False,False,True,False,False,False,False,True
0.03703703703703704,0.25,0.6195286195286196,1.0,False,True,False,False,False,False,False,True,False,False
0.03803803803803804,0.5216049382716049,0.962962962962963,0.09090909090909094,False,False,True,False,False,False,False,False,True,True
0.03903903903903904,0.17746913580246915,0.41077441077441085,0.0,False,False,False,True,False,False,False,True,False,False
0.04004004004004004,0.15895061728395066,0.1616161616161616,0.09090909090909094,False,False,False,True,False,False,False,True,False,False
0.04104104104104104,0.6759259259259259,0.7441077441077442,0.4545454545454546,False,False,False,False,False,False,False,False,True,False
0.042042042042042045,0.4907407407407408,0.5353535353535355,0.09090909090909094,False,False,False,False,False,False,False,False,True,False
0.043043043043043044,0.30246913580246915,0.2828282828282829,0.4545454545454546,False,True,False,False,False,False,False,False,False,True
0.044044044044044044,0.14814814814814825,0.07744107744107742,0.09090909090909094,False,False,False,True,False,True,False,False,False,True
0.04504504504504505,0.44598765432098775,0.25252525252525254,0.7272727272727273,True,False,False,False,False,True,False,False,False,False
0.04604604604604605,0.9768518518518517,0.5925925925925926,0.0,False,False,False,False,False,False,True,False,False,False
0.04704704704704705,0.9922839506172839,0.8080808080808082,0.6363636363636365,False,False,False,False,False,False,False,False,False,True
0.04804804804804805,0.3179012345679013,0.65993265993266,0.4545454545454546,False,True,False,False,False,True,False,False,False,False
0.04904904904904905,0.8317901234567903,0.5858585858585859,0.36363636363636365,False,False,False,False,False,True,False,False,False,False
0.05005005005005005,0.4320987654320987,0.723905723905724,0.9090909090909092,False,False,False,False,False,True,False,False,False,False
0.05105105105105105,0.23765432098765427,0.46801346801346805,0.6363636363636365,False,True,False,False,True,False,False,False,False,True
0.05205205205205205,0.04475308641975312,0.36026936026936035,0.36363636363636365,True,False,False,False,False,False,False,True,False,False
0.05305305305305306,0.3271604938271605,0.5521885521885521,1.0,False,True,False,False,False,False,False,False,True,True
0.05405405405405406,0.6126543209876544,0.19528619528619534,0.09090909090909094,False,False,False,True,False,False,False,False,False,True
0.055055055055055056,0.23919753086419748,0.1717171717171717,0.2727272727272727,False,True,False,False,False,False,False,False,False,False
0.056056056056056056,0.4012345679012347,0.8922558922558925,0.5454545454545455,False,False,True,False,False,False,False,True,False,False
0.057057057057057055,0.37962962962962965,0.30303030303030304,0.0,False,True,False,False,True,False,False,False,False,True
0.05805805805805806,0.5138888888888888,0.6161616161616161,0.0,False,True,False,False,True,False,False,False,False,True
0.05905905905905906,0.927469135802469,0.7441077441077442,1.0,False,False,False,False,False,False,False,False,False,False
0.06006006006006006,0.5185185185185185,0.9797979797979799,0.2727272727272727,False,False,True,False,True,False,False,False,False,True
0.061061061061061066,0.31327160493827166,0.39730639730639733,1.0,False,False,True,False,False,False,False,False,True,False
0.06206206206206206,0.5138888888888888,0.5420875420875422,0.7272727272727273,False,False,True,False,False,False,False,False,False,False
0.06306306306306306,0.23611111111111116,0.4208754208754209,1.0,False,True,False,False,False,False,False,False,True,False
0.06406406406406406,0.4521604938271606,0.6835016835016836,0.4545454545454546,False,False,False,False,False,True,False,False,False,False
0.06506506506506506,0.79320987654321,0.4141414141414142,0.09090909090909094,False,False,True,False,False,False,False,False,True,True
0.06606606606606606,0.7391975308641975,0.6127946127946129,0.7272727272727273,False,False,True,False,True,False,False,False,False,True
0.06706706706706705,0.37962962962962965,0.4343434343434344,1.0,False,False,True,False,False,False,True,False,False,True
0.06806806806806806,0.2762345679012346,0.9124579124579126,0.9090909090909092,False,False,True,False,False,False,False,False,True,False
0.06906906906906907,0.1342592592592593,0.32323232323232326,0.7272727272727273,False,False,False,True,False,False,False,False,True,False
0.07007007007007006,0.9629629629629629,0.5757575757575759,1.0,False,False,False,False,True,False,False,False,False,True
0.07107107107107107,0.6959876543209876,0.4074074074074074,0.09090909090909094,False,False,True,False,False,False,False,False,False,True
0.07207207207207207,0.8209876543209876,0.5488215488215489,1.0,False,False,False,False,False,False,False,False,True,False
0.07307307307307306,0.5756172839506173,0.9932659932659933,0.9090909090909092,False,False,True,False,False,True,False,False,False,False
0.07407407407407407,0.6836419753086421,0.7138047138047139,0.18181818181818188,False,False,True,False,False,False,False,False,False,True
0.07507507507507508,0.2962962962962963,0.5353535353535355,0.7272727272727273,False,True,False,False,False,False,True,False,False,False
0.07607607607607607,0.24537037037037035,0.27272727272727276,0.8181818181818181,False,False,False,True,False,True,False,False,False,True
0.07707707707707707,0.4783950617283951,0.05387205387205385,0.36363636363636365,False,False,False,True,False,False,True,False,False,True
0.07807807807807807,0.6728395061728395,0.8148148148148149,0.6363636363636365,False,False,False,False,False,False,True,False,False,False
