date,field,production_barrels
-1.7296797581238772,-0.7071067811865475,0.47330511744857606
-1.724934408993222,-0.7071067811865475,-0.16401871452652564
-1.7201890598625666,-0.7071067811865475,0.6248736264178752
-1.7154437107319112,-0.7071067811865475,1.5035025547917817
-1.7106983616012559,-0.7071067811865475,-0.2603132330284336
-1.7059530124706006,-0.7071067811865475,-0.2603132330284336
-1.701207663339945,-0.7071067811865475,1.5599141455472427
-1.6964623142092898,-0.7071067811865475,0.7450577509692489
-1.6917169650786343,-0.7071067811865475,-0.49653258696292635
-1.686971615947979,-0.7071067811865475,0.5193444702834007
-1.6822262668173238,-0.7071067811865475,-0.49044307953855276
-1.6774809176866683,-0.7071067811865475,-0.4927182801146923
-1.672735568556013,-0.7071067811865475,0.2176127232888886
-1.6679902194253577,-0.7071067811865475,-1.9457684362998413
-1.6632448702947022,-0.7071067811865475,-1.7566591178242388
-1.658499521164047,-0.7071067811865475,-0.5896819752566413
-1.6537541720333917,-0.7071067811865475,-1.041911548596387
-1.6490088229027362,-0.7071067811865475,0.29015147106933903
-1.644263473772081,-0.7071067811865475,-0.936716980781933
-1.6395181246414254,-0.7071067811865475,-1.4428821913089878
-1.6347727755107702,-0.7071067811865475,1.4458864460842469
-1.6300274263801149,-0.7071067811865475,-0.2518816073639163
-1.6252820772494594,-0.7071067811865475,0.04248919659014423
-1.6205367281188041,-0.7071067811865475,-1.4553957944777554
-1.6157913789881488,-0.7071067811865475,-0.5716811236395369
-1.6110460298574933,-0.7071067811865475,0.08605259585681697
-1.606300680726838,-0.7071067811865475,-1.1805649484128937
-1.6015553315961826,-0.7071067811865475,0.3518495572811244
-1.5968099824655273,-0.7071067811865475,-0.628159632059002
-1.592064633334872,-0.7071067811865475,-0.31806317706397674
-1.5873192842042165,-0.7071067811865475,-0.6292303146830678
-1.5825739350735613,-0.7071067811865475,1.8340088973080593
-1.577828585942906,-0.7071067811865475,-0.03881576517484407
-1.5730832368122505,-0.7071067811865475,-1.08694713647115
-1.5683378876815952,-0.7071067811865475,0.8003986591006442
-1.56359253855094,-0.7071067811865475,-1.2506946602891964
-1.5588471894202844,-0.7071067811865475,0.1843546442788481
-1.5541018402896292,-0.7071067811865475,-1.9923431304466988
-1.5493564911589737,-0.7071067811865475,-1.3584320993358066
-1.5446111420283184,-0.7071067811865475,0.1723094647581091
-1.5398657928976631,-0.7071067811865475,0.7159485671274629
-1.5351204437670076,-0.7071067811865475,0.14674691710854074
-1.5303750946363524,-0.7071067811865475,-0.14133362642913386
-1.525629745505697,-0.7071067811865475,-0.3274985676885556
-1.5208843963750416,-0.7071067811865475,-1.5093314316650646
-1.5161390472443863,-0.7071067811865475,-0.7478084152983429
-1.5113936981137308,-0.7071067811865475,-0.4876325376503803
-1.5066483489830755,-0.7071067811865475,1.0358150010670877
-1.5019029998524203,-0.7071067811865475,0.3196621608951496
-1.4971576507217648,-0.7071067811865475,-1.7949360216345873
-1.4924123015911095,-0.7071067811865475,0.3000552853419467
-1.4876669524604542,-0.7071067811865475,-0.4118148243337287
-1.4829216033297987,-0.7071067811865475,-0.7047134396796989
-1.4781762541991434,-0.7071067811865475,0.5887380878556582
-1.4734309050684882,-0.7071067811865475,1.0095832767774784
-1.4686855559378327,-0.7071067811865475,0.9095413690913404
-1.4639402068071774,-0.7071067811865475,-0.867657951529696
-1.459194857676522,-0.7071067811865475,-0.3356625226970565
-1.4544495085458666,-0.7071067811865475,0.30721547539038596
-1.4497041594152114,-0.7071067811865475,0.9539746979900665
-1.4449588102845559,-0.7071067811865475,-0.5062356482435216
-1.4402134611539006,-0.7071067811865475,-0.2115971736334447
-1.4354681120232453,-0.7071067811865475,-1.1357970311941472
-1.4307227628925898,-0.7071067811865475,-1.2260020422716815
-1.4259774137619345,-0.7071067811865475,0.7902940918360243
-1.421232064631279,-0.7071067811865475,1.3360745594535095
-1.4164867155006238,-0.7071067811865475,-0.09756947417044878
-1.4117413663699685,-0.7071067811865475,0.9820131992077868
-1.406996017239313,-0.7071067811865475,0.33772993017625813
-1.4022506681086577,-0.7071067811865475,-0.6727937139497405
-1.3975053189780025,-0.7071067811865475,0.3374622595202417
-1.392759969847347,-0.7071067811865475,1.5185590291927056
-1.3880146207166917,-0.7071067811865475,-0.06123318261621945
-1.3832692715860364,-0.7071067811865475,1.5452591771303437
-1.378523922455381,-0.7071067811865475,-2.6548949217513482
-1.3737785733247256,-0.7071067811865475,0.7997294824606032
-1.3690332241940701,-0.7071067811865475,0.06209607214334717
-1.3642878750634149,-0.7071067811865475,-0.32542412010442834
