date,active_wells,investment_k,reservoir_pressure_psi,temperature_c,production_barrels,field_Rumaila,field_West Qurna,field_Zubair
2020-01-01,0.4799612299000518,-0.35779254946041367,1.6414041692131647,0.7226322321180043,0.7865139701261081,False,False,True
2020-01-02,-1.3552462663568021,-0.7680824745034978,0.3837177357689543,-0.4279594450909364,-0.5941587933789076,False,True,False
2020-01-03,-0.4376425182283752,-0.061103575467792395,0.16683032906935757,-0.44578272408384595,-0.33763918245149943,False,False,False
2020-01-04,-0.4376425182283752,-1.5613610776977018,0.4077698141180949,-1.5686493006371498,-1.440845381875487,False,False,True
2020-01-05,-1.1258453293246955,1.242183913874892,0.07432054609592369,-0.5131151113903932,-0.1386968376284006,False,False,True
2020-01-06,0.7093621669321586,-1.592441310741379,0.4316590640838269,1.4949743218107534,-0.4826565504380995,False,True,False
2020-01-07,-1.3552462663568021,-0.5734261266071173,-0.2146998344534645,-0.412116530430572,-1.1224516939404627,False,False,False
2020-01-08,0.9387631039642653,1.5177414142844674,-1.0220960041813738,1.1553418387791985,1.1057670202417937,False,False,False
2020-01-09,-1.584647203388909,0.8362128301480508,-1.3647101840696585,1.1929687610975628,-0.6271368170617863,False,False,True
2020-01-10,-0.4376425182283752,-0.7387760512861348,-1.5458218688147312,-0.4329103559222999,-0.12741770900722058,True,False,False
2020-01-11,0.9387631039642653,-0.8385721345578925,-0.8655248829356652,0.4641946867208154,0.24543805712721573,False,False,True
2020-01-12,-0.6670434552604819,-1.697713067824802,-1.62332817931699,-1.3953674215394178,-0.677839185720805,False,False,True
2020-01-13,1.397564978028479,0.6990896183573356,0.1946972438297735,-1.366652138717508,1.5100969262429513,False,False,True
2020-01-14,1.397564978028479,-1.5460908887581284,-0.7939501778289878,-1.5577572968081497,-0.43775487649854483,False,False,True
2020-01-15,0.7093621669321586,0.13301291726405792,1.0926725171278484,0.28794226112426563,0.566409831604224,False,True,False
2020-01-16,0.25056029286794507,1.6236301486987819,-1.5252357089124209,-0.24972665516184084,0.5101216087709066,False,False,False
2020-01-17,-1.584647203388909,-1.3354702524249211,-0.9944849625948842,0.17308112983662574,-2.4798142582950398,False,True,False
2020-01-18,1.6269659150605855,1.3889473964607921,0.7636893990505843,0.08000400620698701,2.1179882487882624,False,True,False
2020-01-19,1.6269659150605855,1.7255085304623,0.3050716265828392,-0.5121249292241207,1.533729386211138,False,True,False
2020-01-20,-0.20824158119626843,-1.5018998874329992,-1.559243579847086,0.6216336511581837,-1.2529673251284028,False,False,True
2020-01-21,1.6269659150605855,1.34876674778646,1.276575545588489,0.9028453863796457,2.4609811791447176,True,False,False
2020-01-22,-0.6670434552604819,0.07571114765747675,1.2766453291813777,-1.675588974594607,-0.37244335076828344,False,False,False
2020-01-23,-0.6670434552604819,1.430670488462354,-0.6314241899900674,-1.0082061945267706,1.7223593848663008,True,False,False
2020-01-24,1.397564978028479,0.2673597310657593,-0.5965323935454733,0.7454064219422781,0.2148232794411557,False,True,False
2020-01-25,-1.3552462663568021,0.5824809028187748,1.6666193074437918,-0.38637179410748057,0.5595349341589333,False,True,False
2020-01-26,0.7093621669321586,0.17180536694388315,0.40055884285287896,0.5701441785120002,0.7301183270202081,True,False,False
2020-01-27,-1.1258453293246955,1.2848324718727913,0.0695752617794579,-0.5240071152193935,1.0488342757729803,True,False,False
2020-01-28,-0.20824158119626843,0.8316626223327231,1.1401951438853852,-0.3715190616133894,0.06540168027866625,True,False,False
2020-01-29,-0.4376425182283752,0.09368061241970192,-0.7888327143504467,-1.176537162793139,1.0416371175099417,False,True,False
2020-01-30,0.9387631039642653,1.2975576293224362,-0.28678628590799654,-0.8309635867639477,1.2477766205960792,False,True,False
2020-01-31,-1.3552462663568021,-0.864099571623543,-0.8499398805237458,0.3721077452574492,-0.9896802370282866,False,False,False
2020-02-01,-0.4376425182283752,-1.1693491060822887,0.9692486025045031,-0.224972101005022,-0.08863899060487788,False,False,False
2020-02-02,-1.3552462663568021,-1.1587062471244043,0.21623711283490238,0.9573054055246476,-1.7542977372717086,False,True,False
2020-02-03,-1.3552462663568021,-0.5562278835085067,0.5144921888432926,1.2286153190833826,-0.5340034407326142,True,False,False
2020-02-04,-1.3552462663568021,-0.8870048550329032,-0.903929120222348,0.15129712217862523,-1.7836234716867765,True,False,False
2020-02-05,1.397564978028479,1.5124971069718864,-1.0158620032166057,0.9018552042133732,2.301247233814292,False,False,False
2020-02-06,1.6269659150605855,-1.3480411655418425,-0.08025011215362901,-0.6626326184975794,-0.5616104507863596,False,True,False
2020-02-07,0.7093621669321586,0.7105036989788351,0.7892301940480273,-0.2883437596464776,0.9795481999571602,False,False,False
2020-02-08,-1.1258453293246955,-1.058678797353562,0.04838431073877515,0.7444162397760056,-1.1044050881465746,False,False,False
2020-02-09,1.6269659150605855,1.3443707843038557,-1.6703623209243035,-0.38736197627375313,1.913782310608613,False,False,True
2020-02-10,-1.3552462663568021,1.6208537507097684,1.246266205076951,0.31368699744735706,1.7271932971325208,False,False,True
2020-02-11,-0.8964443922925887,-0.09997314731397948,-1.558569005115823,-1.0834600391635,-0.8995546283314292,False,False,True
2020-02-12,0.25056029286794507,1.3354246130059235,1.5507785432477388,0.3523041019319946,1.8755406935691836,True,False,False
2020-02-13,-0.4376425182283752,-1.6974817013257175,-1.6965544294553783,1.2593109662378377,-0.5916881271095062,False,True,False
2020-02-14,-1.584647203388909,1.1302796504843817,0.6388000289765668,1.2840655203946565,0.19398374656011835,False,True,False
2020-02-15,0.021159355835838316,-0.9219411963946545,-1.4974385777448946,0.7840235264269155,-1.1473731971796415,False,True,False
2020-02-16,1.6269659150605855,1.4383055829321407,1.3932304517015823,0.8582871888973722,1.0126336439126216,False,True,False
2020-02-17,0.9387631039642653,-1.7115179356035073,-0.16378107284198706,0.2077375056561723,0.24296739085781438,False,False,True
2020-02-18,1.397564978028479,0.21483953577359,-1.3044171598133998,0.29982444711953843,0.4955124516996639,True,False,False
2020-02-19,-0.20824158119626843,0.9105585985205195,-0.5951134604900605,-1.2626830112588687,-0.029343000139245835,True,False,False
2020-02-20,0.4799612299000518,-0.8175949053075694,-1.2091625555196581,-0.18734517868665704,-1.2224599677149255,False,False,True
2020-02-21,-1.1258453293246955,-1.0451052960739413,-1.1890881419652013,-0.16358080669611075,-1.9400273885671393,True,False,False
2020-02-22,-1.584647203388909,-1.4235437664097335,1.5238420763925122,1.595972902770574,-1.0670228332878067,False,False,True
2020-02-23,-0.6670434552604819,-0.5824494200714107,-0.23072679962034884,-0.2319033761689306,-0.16104025432559527,False,True,False
2020-02-24,1.168164040996372,0.22756469322323478,0.9679924978324977,0.17803204066798922,1.1972890924822257,False,False,True
2020-02-25,-0.8964443922925887,-1.3133361906791756,0.4474301560767829,0.12159165719044218,-1.1921674508466134,False,True,False
2020-02-26,0.4799612299000518,-0.4080762019281,0.5759017505857785,0.4810277835474524,-0.651091537847721,False,True,False
2020-02-27,0.021159355835838316,-1.6839082000460968,-1.3247707077394129,0.8671988283938266,-1.7534383750910472,False,False,False
2020-02-28,-1.584647203388909,1.1258836870017772,-0.9671530553799521,-0.9458247180515872,-0.6422830754959423,False,False,True
2020-02-29,0.4799612299000518,-1.2696079223522152,0.9608513101601714,0.106738924696351,-0.20894969589746465,False,False,False
2020-03-01,-1.584647203388909,-0.7320664228126859,1.602906887135963,1.1365283776200157,-1.6246414682644297,False,False,True
2020-03-02,0.9387631039642653,-1.651439768007913,-0.8677579579081183,-0.12100297354638231,-1.1972162036579987,False,False,True
2020-03-03,-0.8964443922925887,-0.21527078602439498,-0.8367275202700599,-0.760660652958582,-0.7461584790833811,False,False,False
2020-03-04,0.021159355835838316,1.2002294553742459,-0.1342393518522311,0.5424190778563629,-0.07413725380621787,False,False,False
2020-03-05,-0.6670434552604819,-0.3543991741405085,1.6485220956878628,1.128606920289834,-0.32915298091746875,False,False,True
2020-03-06,-1.3552462663568021,-1.0924583062198912,-0.8458226485432838,-1.507258006328239,-1.507875631967071,True,False,False
2020-03-07,-0.4376425182283752,0.9003013503944425,-0.36426933521262517,0.9662170450211021,0.9894308650347656,False,True,False
2020-03-08,-0.6670434552604819,1.0221543732455836,1.3262614637255903,1.1216756451259247,0.11964891793291295,False,False,False
2020-03-09,-1.3552462663568021,-1.1123558251411536,-1.7740840011552663,-0.12694406654401907,-2.335548832216518,False,True,False
2020-03-10,1.168164040996372,0.9598396628255063,-1.6455193618557518,1.682118751236304,0.7450497449091987,True,False,False
2020-03-11,1.397564978028479,1.5721896637356731,0.32344797271032566,0.9998832386743761,1.1850431814078017,True,False,False
2020-03-12,0.7093621669321586,-1.1379603843731656,1.381739420072496,0.9553250411921018,-0.26577502009369536,True,False,False
